********************************************************************************************
* Machine    : sanbgw:SanBGW (SanBGW) (Instance001)                                        *
1304  1f48  06/30 08:51:26 1087963 DistributedIDA::CMaster::DispatchTasks(1630) - task 2 started on stream 1003 
1304  1f48  06/30 08:51:26 1087963 DistributedIDA::CMaster::DispatchTasks(1591) - will update task with m_iReferenceId 3
1304  1f48  06/30 08:51:26 1087963 DistributedIDA::CMaster::DispatchTasks(1601) - task 3 reserved for stream 1004 
1304  1f48  06/30 08:51:26 1087963 DistributedIDA::CMaster::DispatchTasks(1606) - task refID:3 assigned to stream 1004 on node sanbgw
1304  1f48  06/30 08:51:26 1087963 DistributedIDA::CMaster::DispatchTasks(1622) - will update task with m_iReferenceId 3
1304  1f48  06/30 08:51:26 1087963 DistributedIDA::CMaster::DispatchTasks(1630) - task 3 started on stream 1004 
1304  1f48  06/30 08:51:26 1087963 DistributedIDA::CMaster::DispatchTasks(1591) - will update task with m_iReferenceId 4
1304  1f48  06/30 08:51:26 1087963 DistributedIDA::CMaster::DispatchTasks(1601) - task 4 reserved for stream 1005 
1304  1f48  06/30 08:51:26 1087963 DistributedIDA::CMaster::DispatchTasks(1606) - task refID:4 assigned to stream 1005 on node sanbgw
1304  1f48  06/30 08:51:26 1087963 DistributedIDA::CMaster::DispatchTasks(1622) - will update task with m_iReferenceId 4
1304  1f48  06/30 08:51:26 1087963 DistributedIDA::CMaster::DispatchTasks(1630) - task 4 started on stream 1005 
1304  1f48  06/30 08:51:41 1087963 JM Client  CVJobClient::initialize(): Got remote host [cms01039c1us02.cvmscloud.commvault.com].
1304  1f48  06/30 08:51:41 1087963 JM Client  CVJobClient::initialize(): Got remote host [cms01039c1us02.cvmscloud.commvault.com].
1304  1f48  06/30 08:51:41 1087963 JM Client  CVJobClient::initialize(): Got remote host [cms01039c1us02.cvmscloud.commvault.com].
1304  1f48  06/30 08:51:41 1087963 JM Client  CVJobClient::initialize(): Got remote host [cms01039c1us02.cvmscloud.commvault.com].
1304  1f48  06/30 08:51:43 1087963 DistributedIDA::CMaster::TaskComplete(3402) - task 3 status reported : 5
1304  1f48  06/30 08:51:43 1087963 DistributedIDA::CMaster::TaskComplete(3402) - task 1 status reported : 5
1304  1f48  06/30 08:51:43 1087963 DistributedIDA::CMaster::TaskComplete(3402) - task 2 status reported : 5
1304  1f48  06/30 08:51:43 1087963 DistributedIDA::CMaster::TaskComplete(3402) - task 4 status reported : 5
1304  1f48  06/30 08:51:44 1087963 JM Client  CVJobClient::initialize(): Got remote host [cms01039c1us02.cvmscloud.commvault.com].
1304  1f48  06/30 08:51:45 1087963 DistributedIDA::CMaster::TaskComplete(3402) - task 0 status reported : 5
1304  1f48  06/30 08:51:45 1087963 DistributedIDA::CMaster::DispatchTasks(1591) - will update task with m_iReferenceId 5
1304  1f48  06/30 08:51:45 1087963 DistributedIDA::CMaster::DispatchTasks(1601) - task 5 reserved for stream 1001 
1304  1f48  06/30 08:51:45 1087963 DistributedIDA::CMaster::DispatchTasks(1606) - task refID:5 assigned to stream 1001 on node sanbgw
1304  1f48  06/30 08:51:45 1087963 DistributedIDA::CMaster::DispatchTasks(1622) - will update task with m_iReferenceId 5
1304  1f48  06/30 08:51:45 1087963 DistributedIDA::CMaster::DispatchTasks(1630) - task 5 started on stream 1001 
1304  1f48  06/30 08:52:01 1087963 DistributedIDA::CMaster::TaskComplete(3402) - task 5 status reported : 5
1304  1f48  06/30 08:52:01 1087963 DistributedIDA::CMaster::DispatchTasks(1591) - will update task with m_iReferenceId 6
1304  1f48  06/30 08:52:01 1087963 DistributedIDA::CMaster::DispatchTasks(1601) - task 6 reserved for stream 1001 
1304  1f48  06/30 08:52:01 1087963 DistributedIDA::CMaster::DispatchTasks(1606) - task refID:6 assigned to stream 1001 on node sanbgw
1304  1f48  06/30 08:52:01 1087963 DistributedIDA::CMaster::DispatchTasks(1622) - will update task with m_iReferenceId 6
1304  1f48  06/30 08:52:01 1087963 DistributedIDA::CMaster::DispatchTasks(1630) - task 6 started on stream 1001 
1304  1f48  06/30 08:52:01 1087963 DistributedIDA::CMaster::TaskComplete(3402) - task 6 status reported : 5
1304  1f48  06/30 08:52:01 1087963 CVDC_FileSystem::CRestore::OnPhaseEnd(2331) - Ending restore phase[All]
1304  1f48  06/30 08:52:01 1087963 CVDC_FileSystem::CRestore::getTask(695) - No more task available to schedule
1304  1f48  06/30 08:52:01 1087963 CVDC_FileSystem::CRestore::OnIdle(2116) - stopping node sanbgw
1304  1f48  06/30 08:52:12 1087963 DistributedIDA::CMaster::ControllerDone(2872) - Node sanbgw reported complete status:0
1304  1f48  06/30 08:52:13 1087963 CVDC_FileSystem::CRestore::processMessage(803) - Unknown message for file system restore. Message type : 150995202
1304  1f48  06/30 08:52:13 1087963 DistributedIDA::CMaster::OnAgentStopped(2034) - Got AgentStopped for sanbgw
1304  1f48  06/30 08:52:13 1087963 DistributedIDA::CMaster::OnAgentStopped(2262) - no active nodes left. Will release streams.
1304  1f48  06/30 08:52:13 1087963 CVRemoteAgentServer::MonitorAgents() - There are no running agents
1304  1c60  06/30 08:52:13 1087963 DistributedIDA::CCoordinatorReportsPrivate::printReport(388) - 
REPORT:--- Progress Report ----------------------------------------------------------------------------------------
REPORT:                            |Status  |Rst| Objects | Success | Failed  | Skipped | Data GB |  GB/h
REPORT:  Node:sanbgw               |Complete|  0|       32|       32|         |         |    0.012|    543.2
REPORT:Stream:1001                 |Running |  0|        1|        1|         |         |    0.012|   2374.3
REPORT: Stream:1001|Running:0 Failed:0 Complete:3
REPORT:Stream:1002                 |Running |  0|        8|        8|         |         |    0.000|      0.4
REPORT: Stream:1002|Running:0 Failed:0 Complete:1
REPORT:Stream:1003                 |Running |  0|        8|        8|         |         |    0.000|      2.2
REPORT: Stream:1003|Running:0 Failed:0 Complete:1
REPORT:Stream:1004                 |Running |  0|        8|        8|         |         |    0.000|      3.7
REPORT: Stream:1004|Running:0 Failed:0 Complete:1
REPORT:Stream:1005                 |Running |  0|        7|        7|         |         |    0.000|     17.4
REPORT: Stream:1005|Running:0 Failed:0 Complete:1
REPORT:-----------------------------------------------------------------------------------------------------------
REPORT:                            |TOTAL   |  0|       32|       32|         |         |    0.012|    543.2
1304  1c60  06/30 08:52:13 1087963 DistributedIDA::CCoordinatorReports::Run(208) - report thread finished
1304  1dc0  06/30 08:52:13 1087963 DistributedIDA::CMaster::streamRefresh(3614) - done
1304  1f48  06/30 08:52:13 1087963 CVDC_FileSystem::CRestore::OnComplete(1971) - Marking Job as Success
1304  1f48  06/30 08:52:13 1087963 CStartClientRestore::UpdateRebootEvent(2068) - +++ 
1304  1f48  06/30 08:52:13 1087963 CStartClientRestore::UpdateRebootEvent(2068) - --- 0:00.028297 
1304  1f48  06/30 08:52:13 1087963 DistributedIDA::CMaster::endPhaseTasks(3889) - m_jsStatus:1 m_jsStatusFor:1 m_jsPendingCause:4
1304  1f48  06/30 08:52:13 1087963 Sending SUCCESS complete message to JM, 1087963
1304  165c  06/30 08:52:13 1087963 CVJobCtrlLog::unregisterProcess(): successfully removed file [C:\Program Files\Metallic\ContentStore\Base\JobControl\1.304]
1304  1f48  06/30 08:52:13 1087963 CVGit::CGitRestoreCoordinator::~CGitRestoreCoordinator(59) - Get ProjectInfo: 0:00.000000, 0 samples, 0:00.000000 average, 0/second
1304  1f48  06/30 08:52:13 1087963 CVGit::CGitRestoreCoordinator::~CGitRestoreCoordinator(60) - Create Project: 0:00.000000, 0 samples, 0:00.000000 average, 0/second
1304  1f48  06/30 08:52:13 1087963 main(160) - ---------------------
1304  1f48  06/30 08:52:13 1087963 main(161) - ENDING DistributedIDA
1304  1f48  06/30 08:52:13 1087963 main(162) - =====================
